icon_name,is_alias,tags
search-slash,no,find; scan; magnifier; magnifying glass; stop; clear; cancel; abort; /; lens
search-x,no,find; scan; magnifier; magnifying glass; stop; clear; cancel; abort; lens
section,no,mark; typography; punctuation; legal; type; text; prose; symbol
send,no,email; message; mail; paper airplane; paper aeroplane; submit
send-horizonal,yes,
send-horizontal,no,email; message; mail; paper airplane; paper aeroplane; submit
send-to-back,no,bring; send; move; under; back; backwards; overlap; layer; order
separator-horizontal,no,move; split
separator-vertical,no,move; split
server,no,cloud; storage
server-cog,no,cloud; storage; computing; cog; gear
server-crash,no,cloud; storage; problem; error
server-off,no,cloud; storage
settings,no,cog; edit; gear; preferences
settings-2,no,cog; edit; gear; preferences; slider
shapes,no,triangle; equilateral; square; circle; classification; different; collection; toy; blocks; learning
share,no,network; connections
share-2,no,network; connections
sheet,no,spreadsheets; table; excel
shell,no,beach; sand; holiday; sealife; fossil; ammonite; biology; ocean; terminal; command line; session; bash; zsh; roll; wrap; chewing gum; bubble gum; sweet; sugar; hosepipe; carpet; string; spiral; spinner; hypnotise; hypnosis
shield,no,cybersecurity; secure; safety; protection; guardian; armored; armoured; defense; defence; defender; block; threat; prevention; antivirus; vigilance; vigilant; detection; scan; find; strength; strong; tough; invincible; invincibility; invulnerable; undamaged; audit; admin; verification; crest; bravery; knight; foot soldier; infantry; trooper; pawn; battle; war; military; army; cadet; scout
shield-alert,no,unshielded; cybersecurity; insecure; unsecured; safety; unsafe; protection; unprotected; guardian; unguarded; unarmored; unarmoured; defenseless; defenceless; undefended; defender; blocked; stopped; intercepted; interception; saved; thwarted; threat; prevention; unprevented; antivirus; vigilance; vigilant; detection; detected; scanned; found; exploit; vulnerability; vulnerable; weakness; infection; infected; comprimised; data leak; audited; admin; verification; unverified; uncertified; warning; emergency; attention; urgent; alarm; crest; bravery; strength; tough; attacked; damaged; injured; hit; expired; disabled; inactive; error; exclamation mark; !
shield-ban,no,unshielded; cybersecurity; insecure; unsecured; safety; unsafe; protection; unprotected; guardian; unguarded; unarmored; unarmoured; defenseless; defenceless; undefended; defender; blocked; stopped; intercepted; interception; saved; thwarted; threat; prevention; unprevented; antivirus; vigilance; vigilant; detection; detected; scanned; found; exploit; vulnerability; vulnerable; weakness; infection; infected; comprimised; data leak; audited; admin; verification; unverified; uncertified; cancel; error; crest; bravery; attacked; damaged; injured; hit; expired; eliminated; disabled; inactive; /
shield-check,no,cybersecurity; secured; safety; protection; protected; guardian; guarded; armored; armoured; defense; defence; defended; blocked; threat; prevention; prevented; antivirus; vigilance; vigilant; active; activated; enabled; detection; scanned; found; strength; strong; tough; invincible; invincibility; invulnerable; undamaged; audited; admin; verification; verified; certification; certified; tested; passed; qualified; cleared; cleaned; disinfected; uninfected; task; completed; todo; done; ticked; checked; crest; bravery
shield-close,yes,
shield-ellipsis,no,cybersecurity; securing; protecting; guarding; armoring; armouring; defending; blocking; preventing; antivirus; detecting; scanning; finding; auditing; admin; verifying; crest; upgrading; loader; loading; throbber; progress; dots; more; etc; ...; …
shield-half,no,cybersecurity; secure; safety; protection; guardian; armored; armoured; defense; defence; defender; block; threat; prevention; antivirus; vigilance; vigilant; detection; scan; strength; strong; tough; invincible; invincibility; invulnerable; undamaged; audit; admin; verification; crest; logo; sigil; flag; team; faction; fraternity; university; college; academy; school; education; uniform; bravery; knight; foot soldier; infantry; trooper; pawn; battle; war; military; ranking; army; cadet; scout
shield-minus,no,unshield; cybersecurity; unsecure; unguard; unblock; antivirus; clean; clear; disinfect; patch; fix; stop; cancel; remove; relax; admin; crest; bravery; weakened; damaged; hit; unarm; disable; deactivate; decommission; downgraded; minimum; -
shield-off,no,unshielded; cybersecurity; insecure; unsecured; safety; unsafe; protection; unprotected; guardian; unguarded; unarmored; unarmoured; defenseless; defenceless; undefended; defender; interception; threat; prevention; unprevented; antivirus; detection; undetected; exploit; vulnerability; vulnerable; weakness; infected; infection; comprimised; data leak; unaudited; admin; verification; unverified; inactive; cancelled; error; crest; bravery; damaged; injured; hit; expired; eliminated
shield-plus,no,cybersecurity; secure; safety; protection; guardian; armored; armoured; defense; defence; defender; block; threat; prevention; antivirus; vigilance; vigilant; detection; scan; strength; strong; tough; invincible; invincibility; invulnerable; undamaged; extra; added; professional; enterprise; full; maximum; upgraded; ultra; activate; enable; audit; admin; verification; crest; medic; +
shield-question,yes,
shield-question-mark,no,unshielded; cybersecurity; insecure; unsecured; safety; unsafe; protection; unprotected; guardian; unguarded; unarmored; unarmoured; defenseless; defenceless; undefended; defender; threat; prevention; unprevented; antivirus; vigilance; vigilant; detection; undetected; scan; find; exploit; vulnerability; vulnerable; weakness; infection; comprimised; data leak; audit; admin; verification; unverified; uncertified; uncertain; unknown; inactive; crest; question mark; ?
shield-user,no,shield; user; admin; protection; protected; safety; guard
shield-x,no,unshielded; cybersecurity; insecure; unsecured; safety; unsafe; protection; unprotected; guardian; unguarded; unarmored; unarmoured; defenseless; defenceless; undefended; defender; blocked; stopped; intercepted; interception; saved; thwarted; threat; prevention; prevented; antivirus; vigilance; vigilant; detection; detected; scanned; found; exploit; vulnerability; vulnerable; weakness; infection; infected; comprimised; data leak; audited; admin; verification; unverified; inactive; cancel; error; wrong; false; crest; bravery; attacked; damaged; injured; hit; dead; deceased; expired; eliminated; exterminated
ship,no,boat; knots; nautical mile; maritime; sailing; yacht; cruise; ocean liner; tanker; vessel; navy; trip; releases
ship-wheel,no,steering; rudder; boat; knots; nautical mile; maritime; sailing; yacht; cruise; ocean liner; tanker; vessel; navy; trip
shirt,no,t-shirt; shopping; store; clothing; clothes
shopping-bag,no,ecommerce; cart; purchase; store
shopping-basket,no,cart; e-commerce; store; purchase; products; items; ingredients
shopping-cart,no,trolley; cart; basket; e-commerce; store; purchase; products; items; ingredients
shovel,no,dig; spade; treasure
shower-head,no,shower; bath; bathroom; amenities; services
shredder,no,file; paper; tear; cut; delete; destroy; remove; erase; document; destruction; secure; security; confidential; data; trash; dispose; disposal; information; waste; permanent
shrimp,no,seafood; shellfish; crustacean; prawn; scallop; whelk; arthropod; littleneck; quahog; cherrystone
shrink,no,scale; fullscreen
shrub,no,forest; undergrowth; park; nature
shuffle,no,music; random; reorder
sidebar,yes,
sidebar-close,yes,
sidebar-open,yes,
sigma,no,sum; calculate; formula; math; enumeration; enumerate
sigma-square,yes,
signal,no,connection; wireless; gsm; phone; 2g; 3g; 4g; 5g
signal-high,no,connection; wireless; gsm; phone; 2g; 3g; 4g; 5g
signal-low,no,connection; wireless; gsm; phone; 2g; 3g; 4g; 5g
signal-medium,no,connection; wireless; gsm; phone; 2g; 3g; 4g; 5g
signal-zero,no,connection; wireless; gsm; phone; 2g; 3g; 4g; 5g; lost
signature,no,text; format; input; contract; autograph; handwriting; sign; cursive; ink; scribble; authorize; personal; agreement; legal; document; identity; authentic; approval; verification; unique
signpost,no,bidirectional; left; right; east; west
signpost-big,no,bidirectional; left; right; east; west
siren,no,police; ambulance; emergency; security; alert; alarm; light
skip-back,no,arrow; previous; music
skip-forward,no,arrow; skip; next; music
skull,no,death; danger; bone
slack,no,logo
slash,no,divide; division; or; /
slash-square,yes,
slice,no,cutter; scalpel; knife
sliders,yes,
sliders-horizontal,no,settings; filters; controls
sliders-vertical,no,settings; controls
smartphone,no,phone; cellphone; device; screen
smartphone-charging,no,phone; cellphone; device; power; screen
smartphone-nfc,no,contactless; payment; near-field communication; screen
smile,no,emoji; face; happy; good; emotion
smile-plus,no,emoji; face; happy; good; emotion; react; reaction; add
snail,no,animal; insect; slow; speed; delicacy; spiral
snowflake,no,cold; weather; freeze; snow; winter
soap-dispenser-droplet,no,wash; bath; water; liquid; fluid; wet; moisture; damp; bead; globule
sofa,no,armchair; furniture; leisure; lounge; loveseat; couch
solar-panel,no,solar panel; solar; panel; sun; energy; electricity; light
sort-asc,yes,
sort-desc,yes,
soup,no,food; dish; restaurant; course; meal; bowl; starter
space,no,text; selection; letters; characters; font; typography
spade,no,shape; suit; playing; cards
sparkle,no,star; effect; filter; night; magic; shiny; glitter; twinkle; celebration
sparkles,no,stars; effect; filter; night; magic
speaker,no,sound; audio; music; tweeter; subwoofer; bass; production; producer; dj
speech,no,disability; disabled; dda; human; accessibility; people; sound
spell-check,no,spelling; error; mistake; oversight; typo; correction; code; linter; a
spell-check-2,no,spelling; error; mistake; oversight; typo; correction; code; linter; a
spline,no,path; pen; tool; shape; curve; draw
spline-pointer,no,path; tool; curve; node; click; pointer; target; vector
split,no,break; disband; divide; separate; branch; disunite
split-square-horizontal,yes,
split-square-vertical,yes,
spool,no,bobbin; spindle; yarn; thread; string; sewing; needlework
spotlight,no,winner; soapbox; stage; entertainment; drama; podium; actor; actress; singer; light; beam; play; theatre; show; focus; concert; performance; lens; leaderboard; followspot; best; highlight
spray-can,no,paint; color; graffiti; decoration; aerosol; deodorant; shaving foam; air freshener
sprout,no,eco; green; growth; leaf; nature; plant; seed; spring; sustainability
square,no,stop; playback; music; audio; video; rectangle; aspect ratio; 1:1; shape
square-activity,no,pulse; action; motion; movement; exercise; fitness; healthcare; heart rate monitor; vital signs; vitals; emergency room; er; intensive care; hospital; defibrillator; earthquake; siesmic; magnitude; richter scale; aftershock; tremor; shockwave; audio; waveform; synthesizer; synthesiser; music
square-arrow-down,no,backwards; reverse; direction; south; sign; keyboard; button
square-arrow-down-left,no,direction; south-west; diagonal; sign; turn; keyboard; button
square-arrow-down-right,no,direction; south-east; diagonal; sign; turn; keyboard; button
square-arrow-left,no,previous; back; direction; west; sign; keyboard; button; <-
square-arrow-out-down-left,no,outwards; direction; south-west; diagonal
square-arrow-out-down-right,no,outwards; direction; south-east; diagonal
square-arrow-out-up-left,no,outwards; direction; north-west; diagonal
square-arrow-out-up-right,no,outwards; direction; north-east; diagonal; share; open; external; link
square-arrow-right,no,next; forward; direction; west; sign; keyboard; button; ->
square-arrow-up,no,forward; direction; north; sign; keyboard; button
square-arrow-up-left,no,direction; north-west; diagonal; sign; keyboard; button
square-arrow-up-right,no,direction; north-east; diagonal; sign; keyboard; button; share
square-asterisk,no,password; secret; access; key; multiply; multiplication; glob pattern; wildcard; *
square-bottom-dashed-scissors,no,cut; snippet; chop; stationery; crafts
square-chart-gantt,no,projects; manage; overview; roadmap; plan; intentions; timeline; deadline; date; event; range; period; productivity; work; agile; code; coding; toolbar; button
square-check,no,done; todo; tick; complete; task
square-check-big,no,done; todo; tick; complete; task
square-chevron-down,no,back; menu; panel
square-chevron-left,no,back; previous; less than; fewer; menu; panel; button; keyboard; <
square-chevron-right,no,forward; next; more than; greater; menu; panel; code; coding; command line; terminal; prompt; shell; console; >
square-chevron-up,no,caret; keyboard; button; mac; control; ctrl; superscript; exponential; power; ahead; menu; panel; ^
square-code,no,gist; source; programming; html; xml; coding
square-dashed,no,selection; square; rectangular; marquee; tool; dashed; box
square-dashed-bottom,no,rectangle; aspect ratio; 1:1; shape; snippet; code; coding
square-dashed-bottom-code,no,rectangle; aspect ratio; 1:1; shape; snippet; code; coding
square-dashed-kanban,no,projects; manage; overview; board; tickets; issues; roadmap; plan; intentions; productivity; work; agile; draft; template; boilerplate; code; coding
square-dashed-mouse-pointer,no,inspector; element; mouse; click; pointer; box; browser; selector; target; dom; node
square-dashed-top-solid,no,square; border; width; layout; style; design; rectangular; marquee; dashed; box; rectangle; aspect ratio; 1:1
square-divide,no,calculate; math; ÷; /
square-dot,no,git; diff; modified; .
square-equal,no,calculate; =
square-function,no,programming; code; automation; math
square-gantt-chart,yes,
square-kanban,no,projects; manage; overview; board; tickets; issues; roadmap; plan; intentions; productivity; work; agile; code; coding; toolbar; button
square-library,no,books; reading; written; authors; stories; fiction; novels; information; knowledge; education; high school; university; college; academy; learning; study; research; collection; vinyl; records; albums; music; package
square-m,no,metro; subway; underground; track; line
square-menu,no,bars; navigation; hamburger; options; menu bar; panel
square-minus,no,subtract; remove; decrease; reduce; calculator; button; keyboard; line; divider; separator; horizontal rule; hr; html; markup; markdown; ---; toolbar; operator; code; coding; minimum; downgrade
square-mouse-pointer,no,inspector; element; mouse; click; pointer; box; browser; selector; target; dom; node
square-parking,no,parking lot; car park
square-parking-off,no,parking lot; car park; no parking
square-pause,no,music; audio; stop
square-pen,no,pencil; edit; change; create; draw; sketch; draft; writer; writing; biro; ink; marker; felt tip; stationery; artist
square-percent,no,verified; unverified; sale; discount; offer; marketing; sticker; price tag
square-pi,no,constant; code; coding; programming; symbol; trigonometry; geometry; formula
square-pilcrow,no,paragraph; mark; paraph; blind; typography; type; text; prose; symbol
square-play,no,music; audio; video; start; run
square-plus,no,add; new; increase; increment; positive; calculate; calculator; button; keyboard; toolbar; maximum; upgrade; extra; operator; join; concatenate; code; coding; +
square-power,no,on; off; device; switch; toggle; binary; boolean; reboot; restart; button; keyboard; troubleshoot
square-radical,no,calculate; formula; math; operator; root; square; symbol
square-round-corner,no,border; radius; style; design; corner; layout; round; rounded
square-scissors,no,cut; snippet; chop; stationery; crafts; toolbar; button
square-sigma,no,sum; calculate; formula; math; enumeration; enumerate
square-slash,no,git; diff; ignored; divide; division; shortcut; or; /
square-split-horizontal,no,split; divide
square-split-vertical,no,split; divide
square-square,no,float; center; rectangle
square-stack,no,versions; clone; copy; duplicate; multiple; revisions; version control; backup; history
square-star,no,badge; medal; honour; decoration; order; pin; laurel; trophy; medallion; insignia; bronze; silver; gold
square-stop,no,media; music
square-terminal,no,code; command line; prompt; shell
square-user,no,person; account; contact
square-user-round,no,person; account; contact
square-x,no,cancel; close; delete; remove; times; clear; math; multiply; multiplication
squares-exclude,no,square; pathfinder; path; exclude; invert; xor; shape; vector
squares-intersect,no,square; pathfinder; path; intersect; shape; include; vector
squares-subtract,no,square; pathfinder; path; minus; subtract; subtraction; shape; front; vector
squares-unite,no,square; pathfinder; path; unite; union; shape; merge; vector
squircle,no,shape
squircle-dashed,no,shape; pending; progress; issue; draft; code; coding; version control
squirrel,no,animal; rodent; pet; pest; nuts; retrieve; updates; storage; stash
stamp,no,mark; print; clone; loyalty; library
star,no,bookmark; favorite; like; review; rating
star-half,no,bookmark; favorite; like; review; rating
star-off,no,dislike; unlike; remove; unrate
stars,yes,
step-back,no,arrow; previous; music; left; reverse
step-forward,no,arrow; next; music; right; continue
stethoscope,no,phonendoscope; medical; heart; lungs; sound
sticker,no,reaction; emotion; smile; happy; feedback
sticky-note,no,post-it; comment; annotation; reaction; memo; reminder; todo; task; idea; brainstorm; document; page; paper; sheet; stationary; office
stone,no,mineral; geology; nature; solid; pebble; crystal; ore; hard; coal; stone; rock; boulder
stop-circle,yes,
store,no,shop; supermarket; stand; boutique; building
stretch-horizontal,no,items; flex; justify; distribute
stretch-vertical,no,items; flex; justify; distribute
strikethrough,no,cross out; delete; remove; format
subscript,no,text
subtitles,yes,
sun,no,brightness; weather; light; summer
sun-dim,no,brightness; dim; low; brightness low
sun-medium,no,brightness; medium
sun-moon,no,dark; light; moon; sun; brightness; theme; auto theme; system theme; appearance
sun-snow,no,weather; air conditioning; temperature; hot; cold; seasons
sunrise,no,weather; time; morning; day
sunset,no,weather; time; evening; night
superscript,no,text; exponent
swatch-book,no,colors; colours; swatches; pantone; shades; tint; hue; saturation; brightness; theme; scheme; palette; samples; textile; carpet
swiss-franc,no,currency; money; payment
switch-camera,no,photo; selfie; front; back
sword,no,battle; challenge; game; war; weapon
swords,no,battle; challenge; game; war; weapon
syringe,no,medicine; medical; needle; pump; plunger; nozzle; blood
table,no,spreadsheet; grid
table-2,no,spreadsheet; grid
table-cells-merge,no,spreadsheet; grid; row
table-cells-split,no,spreadsheet; grid; row
table-columns-split,no,spreadsheet; grid; cut; break; divide; separate; segment
table-config,yes,
table-of-contents,no,toc; outline; navigation; document structure; index; overview; sections; chapters; content; documentation; manual; knowledge base; faq
table-properties,no,property list; plist; spreadsheet; grid; dictionary; object; hash
table-rows-split,no,spreadsheet; grid; cut; break; divide; separate; segment
tablet,no,device
tablet-smartphone,no,responsive; screens; browser; testing; mobile
tablets,no,medicine; medication; drug; prescription; pills; pharmacy
tag,no,label; badge; ticket; mark
tags,no,labels; badges; tickets; marks; copy; multiple
tally-1,no,count; score; enumerate; days; one; 1; first; bar; prison; cell; sentence
tally-2,no,count; score; enumerate; days; two; 2; second; double; bars; prison; cell; sentence
tally-3,no,count; score; enumerate; days; three; 3; third; triple; bars; prison; cell; sentence
tally-4,no,count; score; enumerate; days; 4; fourth; quadruple; bars; prison; cell; sentence
tally-5,no,count; score; enumerate; days; five; 5; fifth; bars; prison; cell; sentence; slash; /
tangent,no,tangential; shape; circle; geometry; trigonometry; bezier curve
target,no,logo; bullseye; deadline; projects; overview; work; productivity
telescope,no,astronomy; space; discovery; exploration; explore; vision; perspective; focus; stargazing; observe; view
tent,no,tipi; teepee; wigwam; lodge; camping; campsite; holiday; retreat; nomadic; native american; indian; wilderness; outdoors
tent-tree,no,camping; campsite; holiday; retreat; nomadic; wilderness; outdoors
terminal,no,code; command line; prompt; shell
terminal-square,yes,
test-tube,no,tube; vial; phial; flask; ampoule; ampule; lab; chemistry; experiment; test
test-tube-2,yes,
test-tube-diagonal,no,tube; vial; phial; flask; ampoule; ampule; lab; chemistry; experiment; test
test-tubes,no,tubes; vials; phials; flasks; ampoules; ampules; lab; chemistry; experiment; test
text,yes,
text-align-center,no,text; alignment; center
text-align-end,no,text; alignment; right
text-align-justify,no,text; alignment; justified; menu; list
text-align-start,no,text; alignment; left; list
text-cursor,no,select
text-cursor-input,no,select
text-initial,no,drop cap; text; format; typography; letter; font size
text-quote,no,blockquote; quotation; indent; reply; response
text-search,no,find; data; copy; txt; pdf; document; scan; magnifier; magnifying glass; lens
text-select,no,find; search; selection; dashed
text-selection,yes,
text-wrap,no,words; lines; break; paragraph
theater,no,theater; theatre; entertainment; podium; stage; musical
thermometer,no,temperature; celsius; fahrenheit; weather
thermometer-snowflake,no,temperature; celsius; fahrenheit; weather; cold; freeze; freezing
thermometer-sun,no,temperature; celsius; fahrenheit; weather; warm; hot
thumbs-down,no,dislike; bad; emotion
thumbs-up,no,like; good; emotion
ticket,no,entry; pass; voucher; event; concert; show; perforated; dashed
ticket-check,no,entry; pass; voucher; event; concert; show; booked; purchased; receipt; redeemed; validated; verified; certified; checked; used
ticket-minus,no,entry; pass; voucher; event; concert; show; remove; cancel; unbook; subtract; decrease; -
ticket-percent,no,discount; reduced; offer; voucher; entry; pass; event; concert; show; book; purchase; %
ticket-plus,no,entry; pass; voucher; event; concert; show; book; purchase; add; +
ticket-slash,no,entry; pass; voucher; event; concert; show; redeemed; used; marked; checked; verified; spoiled; invalidated; void; denied; refused; banned; barred; forbidden; prohibited; cancelled; cancellation; refunded; delete; remove; clear; error
ticket-x,no,entry; pass; voucher; event; concert; show; cancelled; cancellation; refunded; used; void; invalidated; spoiled; denied; refused; banned; barred; forbidden; prohibited; delete; remove; clear; error; x
tickets,no,trip; travel; pass; entry; voucher; event; concert; show; perforated; dashed
tickets-plane,no,plane; trip; airplane; flight; travel; fly; takeoff; vacation; passenger; pass; check-in; airport
timer,no,time; timer; stopwatch
timer-off,no,time; timer; stopwatch
timer-reset,no,time; timer; stopwatch
toggle-left,no,on; off; switch; boolean
toggle-right,no,on; off; switch; boolean
toilet,no,toilet; potty; bathroom; washroom
tool-case,no,tools; maintenance; repair
toolbox,no,toolkit; tools; trunk; chest; box; storage; utility; utilities; container; kit; set; repair; fix; service; maintenance; mechanic; workshop; construction; hardware; equipment; gear; handyman; engineering; craft; diy
tornado,no,weather; wind; storm; hurricane
torus,no,donut; doughnut; ring; hollow; 3d; fast food; junk food; snack; treat; sweet; sugar; dessert
touchpad,no,trackpad; cursor
touchpad-off,no,trackpad; cursor
tower-control,no,airport; travel; tower; transportation; lighthouse
toy-brick,no,lego; block; addon; plugin; integration
tractor,no,farming; farmer; ranch; harvest; equipment; vehicle
traffic-cone,no,roadworks; tarmac; safety; block
train,yes,
train-front,no,railway; metro; subway; underground; high-speed; bullet; fast; track; line
train-front-tunnel,no,railway; metro; subway; underground; speed; bullet; fast; track; line
train-track,no,railway; line
tram-front,no,railway; metro; subway; underground; track; line; tourism
transgender,no,gender; inclusive
trash,no,empty; deletion; cleanup; junk; clear; garbage; delete; remove; bin; waste; recycle; discard; binoculars; rubbish
trash-2,no,garbage; delete; remove; bin
tree-deciduous,no,tree; forest; park; nature
tree-palm,no,vacation; leisure; island
tree-pine,no,tree; pine; forest; park; nature
trees,no,tree; forest; park; nature
trello,no,logo; brand
trending-down,no,statistics
trending-up,no,statistics
trending-up-down,no,arrows; estimated; indeterminate; data fluctuation; uncertain; forecast; variable; prediction; dynamic; volatile
triangle,no,equilateral; delta; shape; pyramid; hierarchy
triangle-alert,no,warning; alert; danger; exclamation mark; linter
triangle-dashed,no,equilateral; delta; shape; pyramid; hierarchy; dashed
triangle-right,no,volume; controls; controller; tv remote; geometry; delta; ramp; slope; incline; increase
trophy,no,prize; sports; winner; achievement; award; champion; celebration; victory
truck,no,delivery; van; shipping; haulage; lorry
truck-electric,no,delivery; van; shipping; haulage; lorry; electric
turkish-lira,no,currency; money; payment
turntable,no,record player; gramophone; stereo; phonograph; vinyl; lp; disc; platter; cut; music; analog; retro; dj deck; disc jockey; scratch; spinning
turtle,no,animal; pet; tortoise; slow; speed
tv,no,television; stream; display; widescreen; high-definition; hd; 1080p; 4k; 8k; smart; digital; video; entertainment; showtime; channels; terrestrial; satellite; cable; broadcast; live; frequency; tune; scan; aerial; receiver; transmission; signal; connection; connectivity
tv-2,yes,
tv-minimal,no,flatscreen; television; stream; display; widescreen; high-definition; hd; 1080p; 4k; 8k; smart; digital; video; home cinema; entertainment; showtime; channels; catchup
tv-minimal-play,no,flatscreen; television; stream; display; widescreen; high-definition; hd; 1080p; 4k; 8k; smart; digital; video; movie; live; ott; running; start; film; home cinema; entertainment; showtime; channels; catchup
twitch,no,logo; social
twitter,no,logo; social
type,no,text; font; typography
type-outline,no,text; font; typography; silhouette; profile; contour; stroke; line
umbrella,no,rain; weather
umbrella-off,no,rain; weather; uncovered; uninsured; antivirus; unprotected; risky
underline,no,text; format
undo,no,redo; rerun; history
undo-2,no,redo; rerun; history; back; return; reverse; revert; direction; u-turn
undo-dot,no,redo; history; step; back
unfold-horizontal,no,arrow; collapse; fold; vertical; dashed
unfold-vertical,no,arrow; expand; vertical; dashed
ungroup,no,cubes; packages; parts; units; collection; cluster; separate
university,no,building; education; childhood; school; college; academy; institute
unlink,no,url; unchain
unlink-2,no,url; unchain
unlock,yes,
unlock-keyhole,yes,
unplug,no,electricity; energy; electronics; socket; outlet; disconnect
upload,no,file
upload-cloud,yes,
usb,no,universal; serial; bus; controller; connector; interface
user,no,person; account; contact
user-2,yes,
user-check,no,followed; subscribed; done; todo; tick; complete; task
user-check-2,yes,
user-circle,yes,
user-circle-2,yes,
user-cog,no,settings; edit; cog; gear
user-cog-2,yes,
user-lock,no,person; lock; locked; account; secure
user-minus,no,delete; remove; unfollow; unsubscribe
user-minus-2,yes,
user-pen,no,person; account; contact; profile; edit; change
user-plus,no,new; add; create; follow; subscribe
user-plus-2,yes,
user-round,no,person; account; contact
user-round-check,no,followed; subscribed; done; todo; tick; complete; task
user-round-cog,no,settings; edit; cog; gear
user-round-minus,no,delete; remove; unfollow; unsubscribe
user-round-pen,no,person; account; contact; profile; edit; change
user-round-plus,no,new; add; create; follow; subscribe
user-round-search,no,person; account; contact; find; scan; magnifier; magnifying glass; lens
user-round-x,no,delete; remove; unfollow; unsubscribe; unavailable
user-search,no,person; account; contact; find; scan; magnifier; magnifying glass; lens
user-square,yes,
user-square-2,yes,
user-star,no,person; account; favorite; contact; like; review; rating; admin
user-x,no,delete; remove; unfollow; unsubscribe; unavailable
user-x-2,yes,
users,no,group; people
users-2,yes,
users-round,no,group; people
utensils,no,fork; knife; cutlery; flatware; tableware; silverware; food; restaurant; meal; breakfast; dinner; supper
utensils-crossed,no,fork; knife; cutlery; flatware; tableware; silverware; food; restaurant; meal; breakfast; dinner; supper
utility-pole,no,electricity; energy; transmission line; telegraph pole; power lines; phone
van,no,minivan; cart; wagon; truck; lorry; trailer; camper; vehicle; drive; trip; journey; van; transport; carriage; delivery; travel
variable,no,code; coding; programming; symbol; calculate; algebra; x; parentheses; parenthesis; brackets; parameter; (; )
vault,no,safe; lockbox; deposit; locker; coffer; strongbox; safety; secure; storage; valuables; bank
vector-square,no,shape; geometry; art; width; height; size; calculate; measure; select; graphics; box
vegan,no,vegetarian; fruitarian; herbivorous; animal rights; diet
venetian-mask,no,mask; masquerade; impersonate; secret; incognito
venus,no,gender; sex; female; feminine; woman; girl
venus-and-mars,no,gender; sex; intersex; androgynous; hermaphrodite
verified,yes,
vibrate,no,smartphone; notification; rumble; haptic feedback; screen
vibrate-off,no,smartphone; notification; rumble; haptic feedback; notifications; screen
video,no,camera; movie; film; recording; motion picture; camcorder; reel
video-off,no,camera; movie; film
videotape,no,vhs; movie; film; recording; motion picture; showreel; cassette
view,no,eye; look
voicemail,no,phone; cassette; tape; reel; recording; audio
volleyball,no,beach; sand; net; holiday; vacation; summer; soccer; football; futbol; kick; pitch; goal; score; bounce; leather; wool; yarn; knitting; sewing; thread; embroidery; textile
volume,no,music; sound; mute; speaker
volume-1,no,music; sound; speaker
volume-2,no,music; sound; speaker
volume-off,no,music; sound; mute; speaker
volume-x,no,music; sound; mute; speaker
vote,no,vote; poll; ballot; political; social; check; tick
wallet,no,money; finance; pocket
wallet-2,yes,
wallet-cards,no,money; finance; pocket; credit; purchase; payment; shopping; retail; consumer; cc
wallet-minimal,no,finance; pocket
wallpaper,no,background; texture; image; art; design; visual; decor; pattern; screen; cover; lock screen
wand,no,magic; selection
wand-2,yes,
wand-sparkles,no,magic; wizard; magician
warehouse,no,storage; storehouse; depot; depository; repository; stockroom; logistics; building
washing-machine,no,tumble dryer; amenities; electronics; cycle; clothes; rinse; spin; drum
watch,no,clock; time
waves,no,water; sea; sound; hertz; wavelength; vibrate
waves-arrow-down,no,water; sea; level; sound; hertz; wavelength; vibrate; low; tide; ocean; rising; down; falling
waves-arrow-up,no,water; sea; level; sound; hertz; wavelength; vibrate; high; tide; ocean; rising
waves-ladder,no,swimming; water; pool; lifeguard; ocean; 🌊; 🏊‍♂️; 🏊‍♀️; 🏊; 🥽
waypoints,no,indirection; vpn; virtual private network; proxy; connections; bounce; reroute; path; journey; planner; stops; stations; shared; spread; viral
webcam,no,camera; security
webhook,no,push api; interface; callback
webhook-off,no,push api; interface; callback
weight,no,mass; heavy; lead; metal; measure; geometry; scales; balance
weight-tilde,no,measure; scale; estimate; load; balance; size; measurement; quantity; mass
wheat,no,corn; cereal; grain; gluten
wheat-off,no,corn; cereal; grain; gluten free; allergy; intolerance; diet
whole-word,no,text; selection; letters; characters; font; typography
wifi,no,connection; signal; wireless
wifi-cog,no,connection; signal; wireless; directory; settings; control; preferences; cog; edit; gear
wifi-high,no,connection; signal; wireless
wifi-low,no,connection; signal; wireless
wifi-off,no,disabled
wifi-pen,no,edit; wifi; pen; change; network
wifi-sync,no,connection; signal; wireless; synchronize; reconnect; reset; restart
wifi-zero,no,connection; signal; wireless
wind,no,weather; air; blow
wind-arrow-down,no,weather; air; pressure; blow
wine,no,alcohol; beverage; bar; drink; glass; sommelier; vineyard; winery
wine-off,no,alcohol; beverage; drink; glass; alcohol free; abstinence; abstaining; teetotalism; allergy; intolerance
workflow,no,action; continuous integration; ci; automation; devops; network; node; connection
worm,no,invertebrate; grub; larva; snake; crawl; wiggle; slither; pest control; computer virus; malware
wrap-text,yes,
wrench,no,account; settings; spanner; diy; toolbox; build; construction
x,no,cancel; close; cross; delete; ex; remove; times; clear; math; multiply; multiplication
x-circle,yes,
x-octagon,yes,
x-square,yes,
youtube,no,logo; social; video; play
zap,no,flash; camera; lightning; electricity; energy
